RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Date,Rent_Price,Cluster,Fire_Date,Pre_Fire_Avg,Matched_ZIP
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-01-31,2886.20472,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-02-28,2915.91177,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-03-31,2926.890209,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-04-30,2912.111883,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-05-31,2916.061761,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-06-30,2920.584422,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-07-31,2971.359723,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-08-31,2994.023115,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-09-30,3002.836772,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-10-31,2992.618513,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-11-30,2996.439402,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2019-12-31,2993.391799,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-01-31,3019.775577,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-02-29,3018.141231,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-03-31,2995.313956,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-04-30,2929.960902,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-05-31,2901.688157,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-06-30,2904.294573,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-07-31,2925.302607,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-08-31,2921.708599,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-09-30,2895.461768,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-10-31,2856.087611,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-11-30,2815.489887,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020-12-31,2798.22525,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-01-31,2791.223675,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-02-28,2784.451627,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-03-31,2780.661755,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-04-30,2784.140151,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-05-31,2808.31057,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-06-30,2843.311751,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-07-31,2886.408366,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-08-31,2943.024257,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-09-30,2998.212981,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-10-31,3036.913212,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-11-30,3056.485146,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021-12-31,3087.581212,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-01-31,3108.394115,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-02-28,3132.26365,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-03-31,3126.605274,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-04-30,3147.404065,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-05-31,3163.224316,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-06-30,3193.256094,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-07-31,3227.980201,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-08-31,3277.782797,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-09-30,3315.385347,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-10-31,3329.606946,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-11-30,3319.778051,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2022-12-31,3308.68872,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-01-31,3306.568366,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-02-28,3292.036107,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-03-31,3292.91389,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-04-30,3298.256678,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-05-31,3309.665977,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-06-30,3317.817839,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-07-31,3327.33989,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-08-31,3349.72734,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-09-30,3362.984617,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-10-31,3366.163385,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-11-30,3363.7244,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2023-12-31,3337.711576,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-01-31,3351.570883,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-02-29,3333.505176,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-03-31,3343.619744,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-04-30,3313.157387,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-05-31,3330.213111,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-06-30,3349.48427,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-07-31,3367.330321,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-08-31,3371.950572,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-09-30,3363.220759,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-10-31,3355.211795,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-11-30,3356.353824,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2024-12-31,3350.187637,Getty Fire,2019-10-31,2989.406536666667,90232
96006,1415,90025,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2025-01-31,3395.674183,Getty Fire,2019-10-31,2989.406536666667,90232
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-01-31,2490.907211,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-02-28,2517.121002,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-03-31,2575.128232,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-04-30,2569.376023,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-05-31,2644.748521,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-06-30,2687.263934,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-07-31,2756.077497,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-08-31,2717.46852,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-09-30,2725.14446,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-10-31,2748.622963,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-11-30,2734.031512,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2015-12-31,2762.137184,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-01-31,2789.836018,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-02-29,2847.561559,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-03-31,2796.2289,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-04-30,2822.357993,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-05-31,2818.0778,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-06-30,2883.024886,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-07-31,2880.791671,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-08-31,2901.684667,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-09-30,2894.508907,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-10-31,2912.332963,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-11-30,2933.278254,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2016-12-31,2936.024767,Getty Fire,2019-10-31,3354.1054446666667,90094
96005,1588,90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2017-01-31,2911.564347,Getty Fire,2019-10-31,3354.1054446666667,90094
